median_income,housing_median_age,latitude,longitude,households,median_house_value
4.6875,28.0,32.82,-117.16,382.0,188000.0
4.739,26.0,32.81,-117.17,375.0,184100.0
5.0603,26.0,32.81,-117.17,125.0,185700.0
3.1032,19.0,32.81,-117.18,1509.0,179500.0
3.1146,24.0,32.82,-117.17,321.0,187500.0
2.2899,14.0,32.81,-117.16,1044.0,159000.0
3.6806,35.0,32.81,-117.16,181.0,172400.0
3.0625,37.0,32.8,-117.16,80.0,159700.0
2.5,22.0,32.8,-117.16,601.0,177800.0
3.6371,34.0,32.81,-117.16,379.0,176300.0
4.22,33.0,32.81,-117.17,488.0,178700.0
2.2284,25.0,32.83,-117.14,468.0,177500.0
4.5625,25.0,32.82,-117.18,312.0,162300.0
4.7679,28.0,32.81,-117.18,498.0,204000.0
5.1491,33.0,32.81,-117.19,839.0,207000.0
5.5454,10.0,32.8,-117.18,609.0,217100.0
3.8542,30.0,32.8,-117.18,393.0,198500.0
3.2661,30.0,32.79,-117.18,1064.0,140400.0
2.2663,44.0,32.79,-117.17,657.0,123600.0
2.1447,43.0,32.79,-117.17,285.0,133300.0
2.5682,25.0,32.8,-117.16,355.0,187500.0
3.4706,20.0,32.8,-117.17,536.0,157600.0
2.75,27.0,32.8,-117.15,482.0,87500.0
3.7292,23.0,32.8,-117.15,488.0,146300.0
3.6375,24.0,32.78,-117.16,722.0,178600.0
3.3375,32.0,32.79,-117.16,427.0,154300.0
2.3658,17.0,32.78,-117.17,944.0,164100.0
3.7381,34.0,32.78,-117.16,515.0,165000.0
2.2768,42.0,32.78,-117.17,270.0,145200.0
3.767,35.0,32.77,-117.17,281.0,166800.0
4.5481,6.0,32.77,-117.17,816.0,164800.0
2.7386,16.0,32.77,-117.18,705.0,87500.0
3.6492,8.0,32.76,-117.18,807.0,158900.0
2.6493,17.0,32.76,-117.18,227.0,67500.0
3.0481,21.0,32.78,-117.18,993.0,210000.0
3.4,23.0,32.77,-117.18,224.0,200600.0
5.5413,26.0,32.81,-117.21,380.0,302100.0
3.8542,34.0,32.8,-117.2,854.0,200000.0
5.0958,16.0,32.79,-117.2,383.0,300000.0
4.2417,33.0,32.8,-117.2,443.0,294100.0
3.7102,34.0,32.8,-117.21,244.0,289600.0
3.1304,16.0,32.8,-117.19,684.0,166300.0
2.3599,36.0,32.8,-117.2,842.0,168400.0
3.8571,36.0,32.79,-117.19,278.0,235100.0
3.3713,35.0,32.79,-117.19,374.0,238400.0
4.7788,31.0,32.79,-117.2,532.0,276000.0
4.5987,29.0,32.79,-117.2,246.0,255600.0
3.2312,34.0,32.79,-117.2,222.0,192200.0
4.4097,34.0,32.78,-117.19,644.0,252000.0
4.0057,38.0,32.78,-117.2,496.0,241600.0
3.765,30.0,32.77,-117.19,657.0,238000.0
4.1368,16.0,32.77,-117.19,671.0,151000.0
3.8571,9.0,32.77,-117.19,133.0,143800.0
2.4397,14.0,32.77,-117.19,839.0,140600.0
3.2679,30.0,32.77,-117.2,40.0,137500.0
2.8621,31.0,32.77,-117.2,462.0,196900.0
3.1458,34.0,32.81,-117.15,282.0,178300.0
2.3578,41.0,32.8,-117.15,259.0,166700.0
2.1157,41.0,32.8,-117.14,466.0,156900.0
3.9417,33.0,32.8,-117.14,431.0,179800.0
2.5368,35.0,32.8,-117.14,204.0,169600.0
4.7813,35.0,32.79,-117.14,553.0,188600.0
5.25,25.0,32.78,-117.15,284.0,205100.0
5.282,31.0,32.79,-117.14,158.0,183000.0
2.7652,19.0,32.81,-117.13,535.0,177400.0
4.4886,34.0,32.81,-117.14,294.0,179100.0
3.7237,15.0,32.8,-117.13,342.0,108300.0
4.5568,33.0,32.8,-117.13,445.0,175300.0
3.8719,29.0,32.8,-117.12,522.0,174200.0
3.2308,26.0,32.81,-117.13,440.0,166500.0
3.8125,31.0,32.8,-117.12,345.0,166300.0
3.9732,35.0,32.8,-117.13,350.0,174900.0
4.2098,35.0,32.79,-117.13,257.0,174100.0
3.6458,35.0,32.79,-117.13,255.0,173800.0
4.2621,4.0,32.78,-117.12,787.0,124200.0
2.9576,16.0,32.77,-117.15,569.0,92200.0
5.5673,7.0,32.81,-117.09,1040.0,288200.0
2.6607,16.0,32.82,-117.11,647.0,175000.0
2.875,17.0,32.82,-117.11,314.0,112500.0
2.5953,15.0,32.81,-117.11,486.0,67500.0
3.2197,17.0,32.8,-117.11,595.0,67500.0
2.15,15.0,32.8,-117.09,164.0,131300.0
6.04,16.0,32.84,-117.11,636.0,243000.0
4.375,16.0,32.82,-117.11,864.0,166500.0
6.2047,16.0,32.83,-117.1,160.0,248100.0
4.3783,16.0,32.83,-117.1,699.0,179500.0
4.8419,15.0,32.83,-117.09,677.0,264000.0
7.1298,16.0,32.82,-117.08,228.0,278600.0
5.9734,10.0,32.82,-117.08,816.0,271700.0
6.4335,7.0,32.83,-117.08,1856.0,260600.0
6.0266,8.0,32.83,-117.04,341.0,177400.0
10.3354,5.0,32.91,-117.07,253.0,477600.0
9.2858,6.0,32.9,-117.04,806.0,436100.0
3.625,25.0,32.8,-117.08,556.0,184500.0
2.8631,20.0,32.79,-117.09,496.0,169700.0
4.7188,36.0,32.8,-117.09,360.0,174100.0
3.375,32.0,32.8,-117.08,249.0,178100.0
3.3849,16.0,32.79,-117.11,721.0,96900.0
3.5179,16.0,32.79,-117.11,491.0,129300.0
3.5562,16.0,32.78,-117.11,724.0,73500.0
3.6528,16.0,32.78,-117.11,527.0,133200.0
4.0982,36.0,32.79,-117.09,260.0,171200.0
3.8333,36.0,32.79,-117.09,343.0,170000.0
3.1964,31.0,32.79,-117.09,386.0,177700.0
2.9881,28.0,32.78,-117.09,393.0,165300.0
5.1488,31.0,32.8,-117.07,405.0,181000.0
3.9828,36.0,32.8,-117.07,352.0,168900.0
3.9745,36.0,32.79,-117.07,602.0,170800.0
5.1782,23.0,32.8,-117.07,411.0,195100.0
4.3594,15.0,32.81,-117.07,369.0,224200.0
6.7927,17.0,32.81,-117.06,553.0,234700.0
5.6402,17.0,32.81,-117.05,301.0,228600.0
3.7167,17.0,32.8,-117.05,293.0,180400.0
5.5,17.0,32.8,-117.06,318.0,222000.0
7.8336,25.0,32.79,-117.07,309.0,277600.0
4.7143,26.0,32.78,-117.07,627.0,268300.0
4.625,21.0,32.78,-117.08,443.0,222800.0
6.7196,23.0,32.79,-117.04,348.0,306800.0
5.7416,25.0,32.8,-117.04,350.0,243400.0
3.0035,16.0,32.8,-117.05,350.0,94600.0
6.4797,25.0,32.8,-117.05,253.0,249000.0
7.916,23.0,32.8,-117.05,386.0,330600.0
8.7604,17.0,32.79,-117.06,317.0,331800.0
9.6023,21.0,32.79,-117.06,457.0,391300.0
4.8,31.0,32.78,-117.06,448.0,220800.0
4.1162,27.0,32.8,-117.02,374.0,177200.0
5.8683,26.0,32.79,-117.03,538.0,220500.0
4.3281,19.0,32.8,-117.03,703.0,220000.0
2.0337,11.0,32.8,-117.04,428.0,146700.0
3.1,17.0,32.8,-117.01,215.0,84200.0
2.6934,17.0,32.8,-117.01,431.0,160200.0
3.7159,20.0,32.8,-117.01,497.0,168900.0
4.3152,33.0,32.79,-117.01,664.0,159300.0
3.65,29.0,32.8,-117.02,247.0,168900.0
4.4583,31.0,32.8,-117.02,450.0,170000.0
5.516,26.0,32.81,-117.01,626.0,185100.0
4.0656,27.0,32.81,-117.02,320.0,164000.0
5.4544,26.0,32.81,-117.02,305.0,180900.0
5.3441,21.0,32.81,-117.01,600.0,193500.0
3.7292,14.0,32.81,-117.02,585.0,182200.0
4.9744,16.0,32.82,-117.03,280.0,209700.0
6.5412,12.0,32.81,-117.04,418.0,254200.0
4.2312,16.0,32.82,-117.05,701.0,197000.0
4.2679,26.0,32.59,-117.05,341.0,131900.0
4.0616,13.0,32.59,-117.06,760.0,148800.0
4.1518,22.0,32.58,-117.05,371.0,136900.0
3.8529,17.0,32.58,-117.06,554.0,147700.0
3.4792,13.0,32.58,-117.06,699.0,107600.0
3.5125,11.0,32.58,-117.06,673.0,142400.0
2.6985,16.0,32.57,-117.06,298.0,156500.0
5.0311,14.0,32.58,-117.04,401.0,152100.0
4.0089,20.0,32.58,-117.04,353.0,132100.0
4.087,23.0,32.58,-117.05,340.0,134800.0
5.3072,25.0,32.58,-117.05,369.0,132700.0
4.7337,22.0,32.57,-117.05,496.0,127600.0
3.0284,25.0,32.57,-117.06,299.0,123600.0
4.6364,17.0,32.57,-117.06,365.0,141100.0
3.1696,13.0,32.57,-117.05,567.0,138000.0
1.9875,18.0,32.56,-117.05,349.0,114900.0
2.875,17.0,32.56,-117.05,223.0,134500.0
1.3362,18.0,32.57,-117.06,287.0,95000.0
2.5625,23.0,32.56,-116.97,275.0,153300.0
1.6348,15.0,32.55,-117.04,648.0,93200.0
2.0159,22.0,32.56,-117.05,524.0,139300.0
1.7958,17.0,32.56,-117.06,676.0,140400.0
1.7301,5.0,32.56,-117.06,855.0,125000.0
1.4384,5.0,32.55,-117.06,854.0,108800.0
1.2667,7.0,32.54,-117.04,282.0,67500.0
2.0734,21.0,32.59,-117.1,613.0,87500.0
2.3,23.0,32.58,-117.1,386.0,120800.0
2.25,17.0,32.58,-117.1,530.0,132800.0
4.1029,33.0,32.58,-117.1,80.0,122700.0
4.8646,29.0,32.58,-117.1,206.0,136800.0
4.3601,26.0,32.57,-117.1,372.0,144900.0
3.75,16.0,32.56,-117.1,480.0,146800.0
2.5859,17.0,32.57,-117.07,615.0,131400.0
2.25,18.0,32.57,-117.08,497.0,103200.0
2.7361,14.0,32.57,-117.07,363.0,93600.0
3.0992,9.0,32.56,-117.07,840.0,142600.0
2.7048,8.0,32.59,-117.08,683.0,153000.0
3.9698,15.0,32.58,-117.08,271.0,142700.0
3.2687,22.0,32.58,-117.08,450.0,131000.0
3.8194,25.0,32.58,-117.07,260.0,134400.0
3.0273,12.0,32.58,-117.09,545.0,135300.0
2.569,9.0,32.57,-117.08,1456.0,88300.0
3.6736,23.0,32.57,-117.09,327.0,139500.0
4.5547,10.0,32.57,-117.09,350.0,160700.0
5.1478,17.0,32.57,-117.09,87.0,138900.0
4.8984,8.0,32.56,-117.09,172.0,151500.0
3.9583,8.0,32.55,-117.09,1177.0,144400.0
3.0613,34.0,32.58,-117.12,443.0,136700.0
4.8274,21.0,32.57,-117.12,298.0,174100.0
3.1645,27.0,32.58,-117.13,576.0,156000.0
2.3194,32.0,32.58,-117.13,426.0,159400.0
2.3603,27.0,32.58,-117.13,348.0,195300.0
2.9286,20.0,32.56,-117.12,560.0,257700.0
2.5988,28.0,32.58,-117.11,344.0,135600.0
3.3371,32.0,32.57,-117.11,562.0,140500.0
2.6715,35.0,32.57,-117.12,286.0,133300.0
3.0217,26.0,32.58,-117.12,328.0,131600.0
2.2755,21.0,32.58,-117.11,712.0,125000.0
2.3824,27.0,32.58,-117.1,577.0,127600.0
2.3253,14.0,32.57,-117.1,1193.0,133700.0
2.1773,17.0,32.59,-117.11,500.0,143200.0
2.4213,12.0,32.58,-117.11,290.0,132500.0
2.1179,18.0,32.59,-117.11,567.0,153100.0
2.6724,28.0,32.59,-117.12,676.0,144500.0
3.3906,36.0,32.58,-117.16,382.0,147800.0
8.7991,10.0,32.63,-117.13,794.0,478500.0
3.5357,26.0,32.63,-117.17,250.0,67500.0
7.3669,16.0,32.68,-117.17,522.0,187500.0
3.25,29.0,32.68,-117.18,289.0,500001.0
5.1009,52.0,32.69,-117.18,300.0,500001.0
3.2121,37.0,32.69,-117.18,674.0,320800.0
4.4777,44.0,32.69,-117.18,503.0,452800.0
5.3177,40.0,32.69,-117.17,316.0,500001.0
5.1249,48.0,32.69,-117.18,449.0,432400.0
4.7891,19.0,32.69,-117.17,597.0,334600.0
4.5189,45.0,32.69,-117.17,562.0,422200.0
4.0488,33.0,32.7,-117.17,833.0,409700.0
3.6759,44.0,32.7,-117.18,489.0,368800.0
5.1386,42.0,32.7,-117.18,281.0,404500.0
6.3612,35.0,32.69,-117.19,415.0,482700.0
1.9107,36.0,32.68,-117.11,23.0,125000.0
1.6094,43.0,32.67,-117.11,140.0,93000.0
1.6806,46.0,32.67,-117.11,235.0,92500.0
1.7961,52.0,32.67,-117.11,57.0,47500.0
1.125,52.0,32.66,-117.12,3.0,60000.0
1.4844,52.0,32.67,-117.11,71.0,83300.0
1.625,52.0,32.66,-117.11,9.0,118800.0
2.0972,37.0,32.67,-117.09,306.0,117000.0
1.8333,38.0,32.66,-117.09,182.0,127100.0
1.6389,37.0,32.66,-117.09,330.0,114300.0
2.1542,27.0,32.66,-117.1,560.0,106300.0
2.0982,26.0,32.67,-117.1,767.0,109100.0
2.0213,22.0,32.67,-117.1,494.0,110600.0
2.8089,30.0,32.68,-117.09,605.0,120600.0
2.052,31.0,32.67,-117.09,538.0,108900.0
1.2745,15.0,32.67,-117.1,597.0,92900.0
2.0488,20.0,32.68,-117.1,240.0,88900.0
1.8112,29.0,32.69,-117.1,1124.0,103600.0
2.0724,42.0,32.68,-117.1,557.0,107600.0
2.0156,47.0,32.68,-117.1,212.0,90300.0
2.0398,49.0,32.68,-117.1,332.0,93600.0
1.7802,47.0,32.68,-117.1,280.0,97800.0
2.4943,45.0,32.68,-117.1,266.0,99600.0
3.4609,29.0,32.69,-117.07,317.0,118000.0
3.4875,31.0,32.69,-117.08,492.0,117000.0
3.6875,36.0,32.69,-117.08,268.0,111400.0
3.4583,34.0,32.69,-117.09,267.0,112700.0
2.2201,29.0,32.68,-117.09,396.0,100000.0
4.069,28.0,32.69,-117.07,283.0,153300.0
2.9318,26.0,32.68,-117.08,568.0,112400.0
1.324,19.0,32.68,-117.08,1098.0,122600.0
2.0114,20.0,32.68,-117.09,705.0,104900.0
2.3814,28.0,32.67,-117.07,631.0,112300.0
2.5662,31.0,32.67,-117.08,757.0,118200.0
3.375,46.0,32.66,-117.09,161.0,136300.0
2.81,43.0,32.66,-117.08,235.0,103400.0
1.8977,35.0,32.67,-117.07,610.0,95600.0
3.4701,12.0,32.65,-117.07,840.0,204900.0
4.1325,32.0,32.64,-117.07,944.0,172800.0
1.8672,43.0,32.64,-117.08,252.0,145800.0
2.5392,17.0,32.65,-117.08,694.0,147000.0
1.9241,38.0,32.64,-117.08,233.0,150000.0
1.6806,11.0,32.64,-117.08,515.0,141700.0
2.619,20.0,32.65,-117.09,334.0,145800.0
2.6296,25.0,32.65,-117.09,899.0,150000.0
2.3562,28.0,32.65,-117.08,550.0,123800.0
2.7218,38.0,32.64,-117.09,550.0,145900.0
2.507,30.0,32.64,-117.09,800.0,142700.0
2.5658,29.0,32.64,-117.1,461.0,134700.0
1.6321,20.0,32.64,-117.09,592.0,57500.0
1.62,19.0,32.64,-117.09,783.0,131300.0
2.4148,27.0,32.63,-117.09,746.0,67500.0
1.858,23.0,32.64,-117.11,415.0,67500.0
2.1719,27.0,32.62,-117.11,482.0,131500.0
3.0729,37.0,32.62,-117.09,285.0,128700.0
2.4866,37.0,32.62,-117.09,426.0,129700.0
2.1955,34.0,32.62,-117.09,381.0,129700.0
2.1281,33.0,32.63,-117.08,754.0,139800.0
1.947,24.0,32.64,-117.09,931.0,147500.0
1.8417,33.0,32.63,-117.09,164.0,150000.0
4.6477,38.0,32.64,-117.07,295.0,150400.0
3.455,37.0,32.63,-117.07,357.0,156900.0
2.24,30.0,32.64,-117.07,731.0,129500.0
4.125,37.0,32.63,-117.06,240.0,160200.0
3.9167,36.0,32.62,-117.06,138.0,189700.0
3.5583,40.0,32.63,-117.07,303.0,154900.0
3.7583,37.0,32.63,-117.07,419.0,145500.0
2.6146,30.0,32.63,-117.08,490.0,159400.0
2.2788,28.0,32.63,-117.08,434.0,146300.0
3.0771,28.0,32.62,-117.08,522.0,158600.0
3.4773,36.0,32.62,-117.08,307.0,150400.0
2.1548,23.0,32.61,-117.09,313.0,118800.0
3.6467,21.0,32.61,-117.09,419.0,113000.0
2.2685,16.0,32.62,-117.08,1321.0,151900.0
3.3514,27.0,32.61,-117.08,468.0,149100.0
2.7838,19.0,32.62,-117.07,1081.0,155900.0
2.8489,34.0,32.61,-117.06,979.0,128300.0
2.1441,22.0,32.61,-117.07,1196.0,135500.0
1.9267,18.0,32.6,-117.07,550.0,67500.0
1.6007,21.0,32.59,-117.07,488.0,96200.0
2.3929,30.0,32.59,-117.08,48.0,134400.0
2.2544,24.0,32.6,-117.08,476.0,121900.0
2.1765,10.0,32.61,-117.07,391.0,128400.0
2.0571,24.0,32.61,-117.06,1247.0,152300.0
2.5625,23.0,32.61,-117.06,418.0,131100.0
2.2903,13.0,32.6,-117.07,400.0,106300.0
1.7472,25.0,32.6,-117.06,234.0,94600.0
2.4191,24.0,32.6,-117.06,246.0,107300.0
2.7014,33.0,32.6,-117.06,222.0,108200.0
4.1958,31.0,32.63,-117.05,843.0,160100.0
4.2851,34.0,32.62,-117.05,681.0,144500.0
4.9962,26.0,32.62,-117.04,593.0,156000.0
3.5096,31.0,32.61,-117.05,715.0,139900.0
3.2633,21.0,32.61,-117.05,1146.0,129700.0
3.8615,26.0,32.61,-117.05,313.0,139300.0
4.2241,20.0,32.6,-117.04,1430.0,139800.0
3.9076,18.0,32.6,-117.04,872.0,152900.0
3.0495,16.0,32.59,-117.05,865.0,98300.0
4.1154,26.0,32.63,-117.04,335.0,160200.0
4.6793,27.0,32.62,-117.04,297.0,151900.0
5.1538,23.0,32.61,-117.03,229.0,171300.0
6.0086,22.0,32.61,-117.03,152.0,166900.0
5.152,26.0,32.6,-117.03,215.0,143400.0
3.0365,19.0,32.59,-117.02,313.0,98100.0
4.7068,6.0,32.62,-116.98,1376.0,184300.0
5.766,30.0,32.64,-117.06,680.0,186100.0
4.2204,29.0,32.63,-117.06,713.0,169800.0
5.5248,22.0,32.68,-116.98,382.0,156300.0
5.551,17.0,32.67,-117.01,337.0,266900.0
6.6143,16.0,32.67,-117.0,303.0,264100.0
6.5772,20.0,32.67,-117.02,182.0,245200.0
6.9664,11.0,32.66,-117.01,1316.0,293900.0
6.6272,19.0,32.66,-117.02,108.0,273600.0
5.6631,4.0,32.65,-116.97,2683.0,233400.0
3.9519,15.0,32.64,-116.99,627.0,193500.0
4.2155,8.0,32.65,-117.04,1059.0,247800.0
7.6344,14.0,32.65,-117.03,145.0,290500.0
4.9792,11.0,32.64,-117.0,484.0,170400.0
5.7358,7.0,32.63,-117.01,1005.0,221600.0
4.0298,5.0,32.64,-117.04,514.0,225600.0
6.5151,5.0,32.64,-117.02,42.0,281700.0
5.7789,13.0,32.63,-117.03,330.0,227700.0
5.2489,14.0,32.63,-117.03,464.0,213700.0
5.1354,26.0,32.63,-117.04,398.0,181600.0
3.1771,17.0,32.74,-116.99,486.0,189900.0
2.6944,17.0,32.74,-116.98,766.0,158300.0
4.9286,24.0,32.74,-116.98,169.0,173700.0
5.1098,16.0,32.74,-116.98,578.0,162300.0
4.5135,15.0,32.72,-116.98,641.0,158300.0
5.0864,16.0,32.73,-116.98,143.0,175300.0
4.6667,4.0,32.72,-116.98,184.0,223300.0
4.2192,14.0,32.74,-116.97,1274.0,176100.0
3.9583,7.0,32.74,-116.95,574.0,141700.0
2.4567,18.0,32.71,-116.96,551.0,155000.0
5.2671,17.0,32.73,-116.95,279.0,157100.0
5.9878,26.0,32.76,-116.97,299.0,270700.0
4.375,25.0,32.75,-116.98,630.0,214000.0
4.7973,28.0,32.75,-116.97,590.0,186900.0
2.9886,18.0,32.75,-116.98,347.0,170800.0
6.1768,33.0,32.76,-116.97,513.0,228900.0
4.9528,13.0,32.76,-116.95,737.0,266200.0
5.1221,4.0,32.75,-116.94,2418.0,229700.0
5.9202,9.0,32.76,-116.92,304.0,181300.0
5.2741,7.0,32.76,-116.92,242.0,249400.0
4.7813,5.0,32.75,-116.91,1527.0,240900.0
6.5645,31.0,32.76,-117.0,301.0,189100.0
4.625,21.0,32.76,-116.99,589.0,273500.0
3.9844,18.0,32.74,-116.99,602.0,215300.0
1.8856,17.0,32.74,-117.0,510.0,118800.0
4.0357,30.0,32.73,-116.99,379.0,153800.0
3.9545,26.0,32.75,-117.01,687.0,178100.0
4.3088,34.0,32.75,-117.01,357.0,152500.0
2.6973,31.0,32.74,-117.01,677.0,135200.0
2.8646,22.0,32.73,-117.01,529.0,120800.0
3.7647,17.0,32.73,-117.0,1131.0,127600.0
2.1362,10.0,32.72,-117.0,875.0,143200.0
2.3068,12.0,32.72,-117.01,703.0,132300.0
4.0444,15.0,32.7,-116.99,612.0,150100.0
4.3714,23.0,32.7,-117.0,449.0,131000.0
3.4551,18.0,32.71,-116.98,433.0,121400.0
3.8904,21.0,32.71,-116.99,585.0,113800.0
3.725,22.0,32.71,-117.0,416.0,123500.0
2.981,20.0,32.71,-117.01,668.0,129100.0
4.0391,15.0,32.72,-116.99,131.0,169500.0
4.775,14.0,32.72,-116.99,284.0,143300.0
3.8295,13.0,32.72,-116.99,215.0,149600.0
4.7679,11.0,32.72,-116.99,174.0,169500.0
3.5,30.0,32.74,-117.02,734.0,144700.0
3.5096,34.0,32.73,-117.03,400.0,142000.0
3.4784,32.0,32.73,-117.03,335.0,154400.0
3.0125,37.0,32.74,-117.03,135.0,130400.0
4.7952,22.0,32.73,-117.02,817.0,141400.0
3.7763,36.0,32.72,-117.02,357.0,126900.0
3.5861,38.0,32.73,-117.03,619.0,123600.0
3.5938,38.0,32.72,-117.03,188.0,125400.0
3.0588,37.0,32.72,-117.03,446.0,120600.0
4.0813,24.0,32.72,-117.04,904.0,137000.0
3.2717,36.0,32.73,-117.04,398.0,130700.0
3.5492,25.0,32.73,-117.04,278.0,125400.0
3.9485,35.0,32.72,-117.05,585.0,133900.0
3.5529,27.0,32.73,-117.05,571.0,133900.0
2.4345,35.0,32.74,-117.03,409.0,129700.0
3.6848,33.0,32.74,-117.04,805.0,140700.0
1.8594,12.0,32.74,-117.02,879.0,119200.0
1.7179,5.0,32.74,-117.04,758.0,132000.0
3.5192,36.0,32.75,-117.04,392.0,144000.0
2.8306,29.0,32.75,-117.05,587.0,142900.0
2.7014,43.0,32.75,-117.05,336.0,133700.0
2.875,34.0,32.77,-117.03,424.0,161200.0
1.0278,15.0,32.76,-117.02,326.0,154200.0
3.11,40.0,32.76,-117.02,470.0,185700.0
5.2835,33.0,32.75,-117.02,556.0,217100.0
3.0897,24.0,32.75,-117.03,1534.0,187300.0
2.734,26.0,32.77,-117.04,1010.0,148900.0
3.141,43.0,32.76,-117.04,625.0,141400.0
3.6625,37.0,32.76,-117.05,871.0,154800.0
3.7368,37.0,32.76,-117.04,564.0,152200.0
2.9624,16.0,32.77,-117.04,1804.0,144700.0
2.3393,19.0,32.77,-117.03,1336.0,118200.0
4.7941,37.0,32.78,-117.05,192.0,161700.0
2.5707,17.0,32.78,-117.03,1537.0,171300.0
3.3675,33.0,32.78,-117.02,719.0,158200.0
4.2992,31.0,32.79,-117.03,387.0,174400.0
2.7006,17.0,32.79,-117.03,1634.0,166300.0
2.8125,30.0,32.77,-117.0,386.0,173500.0
2.8594,22.0,32.76,-117.01,769.0,189600.0
4.0549,34.0,32.76,-117.01,593.0,223700.0
2.9,24.0,32.77,-117.01,525.0,185200.0
2.6678,34.0,32.77,-117.01,656.0,164200.0
3.0179,43.0,32.77,-117.01,207.0,149300.0
3.4421,31.0,32.79,-117.01,799.0,155300.0
2.9896,20.0,32.78,-117.01,579.0,235600.0
3.4659,31.0,32.78,-117.02,499.0,163000.0
4.0491,36.0,32.79,-117.02,329.0,147900.0
4.0658,33.0,32.79,-116.99,397.0,165100.0
3.744,26.0,32.79,-116.99,669.0,165800.0
5.4333,29.0,32.78,-116.99,154.0,222800.0
3.4773,31.0,32.79,-117.0,706.0,155800.0
6.1103,35.0,32.77,-116.99,310.0,301600.0
8.093,29.0,32.77,-116.98,445.0,379600.0
4.3977,31.0,32.76,-117.0,342.0,226800.0
5.5,35.0,32.77,-117.0,320.0,241400.0
3.3906,33.0,32.78,-116.95,427.0,138100.0
2.1638,26.0,32.78,-116.96,580.0,132800.0
4.7943,26.0,32.78,-116.97,1387.0,226900.0
4.4306,21.0,32.78,-116.92,710.0,159100.0
7.5,15.0,32.78,-116.91,473.0,316400.0
6.6783,16.0,32.77,-116.92,429.0,275000.0
6.2609,8.0,32.77,-116.9,482.0,307100.0
6.2552,20.0,32.78,-116.95,443.0,296400.0
6.3191,25.0,32.77,-116.95,414.0,303400.0
3.434,17.0,32.78,-116.94,2533.0,193200.0
3.6445,17.0,32.83,-116.85,725.0,197600.0
4.2014,35.0,32.81,-116.88,506.0,143200.0
4.875,19.0,32.8,-116.86,290.0,187200.0
5.4288,6.0,32.83,-116.83,480.0,167800.0
4.8125,18.0,32.81,-116.83,395.0,210500.0
4.5224,24.0,32.79,-116.92,744.0,142000.0
3.0927,23.0,32.79,-116.93,1202.0,140600.0
5.6846,32.0,32.8,-116.91,292.0,208800.0
6.7685,21.0,32.79,-116.9,446.0,294700.0
1.8937,21.0,32.8,-116.94,2117.0,109800.0
3.0192,19.0,32.79,-116.93,682.0,142300.0
2.0326,19.0,32.79,-116.95,2905.0,123200.0
1.3291,16.0,32.8,-116.96,1023.0,120800.0
2.6087,19.0,32.79,-116.96,689.0,123800.0
2.6324,35.0,32.79,-116.96,259.0,133700.0
1.8357,24.0,32.8,-116.96,643.0,104200.0
1.9893,19.0,32.79,-116.97,1006.0,112500.0
2.3221,17.0,32.79,-116.96,1233.0,138800.0
3.7019,37.0,32.78,-116.97,278.0,138600.0
2.9784,35.0,32.78,-116.97,246.0,136400.0
2.6635,32.0,32.79,-116.97,302.0,113600.0
3.8667,32.0,32.79,-116.98,598.0,189700.0
3.963,28.0,32.8,-116.98,1054.0,164400.0
5.2907,34.0,32.8,-116.99,562.0,195800.0
4.5662,33.0,32.8,-117.0,316.0,150300.0
3.0189,29.0,32.8,-117.0,368.0,144100.0
4.2386,25.0,32.81,-116.99,738.0,201000.0
6.2787,18.0,32.81,-116.99,1501.0,250000.0
2.6458,23.0,32.83,-116.97,34.0,112500.0
2.1422,19.0,32.81,-116.97,414.0,125000.0
2.4367,15.0,32.8,-116.97,977.0,111400.0
2.8175,22.0,32.81,-116.94,985.0,135200.0
2.4141,28.0,32.8,-116.94,703.0,137500.0
2.065,19.0,32.8,-116.96,1057.0,124100.0
3.369,25.0,32.8,-116.96,742.0,134400.0
5.0118,34.0,32.82,-116.92,282.0,165300.0
3.3669,23.0,32.81,-116.92,524.0,158900.0
4.2586,26.0,32.82,-116.93,718.0,171000.0
5.4834,22.0,32.81,-116.91,654.0,232000.0
3.5586,33.0,32.8,-116.92,272.0,160400.0
1.6686,17.0,32.81,-116.92,337.0,112500.0
2.0685,19.0,32.8,-116.93,468.0,130000.0
2.6429,18.0,32.81,-116.93,472.0,125400.0
2.9161,19.0,32.82,-116.95,1092.0,135700.0
2.5949,12.0,32.82,-116.95,1262.0,108300.0
3.1106,31.0,32.81,-116.95,237.0,147700.0
2.9097,8.0,32.81,-116.96,623.0,152500.0
3.2411,35.0,32.82,-116.94,294.0,159200.0
2.136,8.0,32.81,-116.94,613.0,143500.0
2.543,15.0,32.81,-116.95,537.0,100000.0
3.8024,18.0,32.82,-116.95,595.0,144900.0
2.949,17.0,32.83,-116.97,1378.0,117300.0
3.1979,20.0,32.83,-116.99,1291.0,154600.0
4.0931,32.0,32.85,-116.99,948.0,134200.0
4.0882,12.0,32.85,-116.98,666.0,134500.0
3.3067,17.0,32.83,-117.01,3176.0,121900.0
3.1023,23.0,32.84,-117.01,378.0,143300.0
5.131,17.0,32.84,-117.02,661.0,148300.0
4.1716,11.0,32.85,-116.96,1777.0,166100.0
4.4347,14.0,32.86,-116.96,503.0,160300.0
4.8286,17.0,32.87,-116.96,723.0,158500.0
4.3952,12.0,32.88,-116.98,1249.0,151700.0
4.7717,19.0,32.86,-116.98,353.0,153200.0
